"","id","region_id","name","longitude","latitude","people_count","group_id","climate","house_points","street_points","park_points","business_points","social_points","common_points","total_points","emblem_url","region_name","group_name"
"24",6734,482,"Ардатов",46.24297593,54.84452426,8.2,42,"условно комфортный климат",20,31,18,25,20,39,153,"https://api.индекс-городов.рф/uploads/city/emblem/6734/thumb_29_Ardatov.gif","Республика Мордовия","Малый город"
"25",6735,484,"Ардон",44.29105874,43.17489067,19.3,42,"условно комфортный климат",34,31,15,16,23,38,157,NA,"Республика Северная Осетия - Алания","Малый город"
"26",6736,494,"Аркадак",43.50494156,51.92902437,11.3,42,"условно комфортный климат",23,33,34,14,20,39,163,"https://api.индекс-городов.рф/uploads/city/emblem/6736/thumb_31_arkadak.png","Саратовская область","Малый город"
"27",6738,485,"Арск",49.87507587,56.07989812,20.2,42,"условно комфортный климат",33,32,21,28,22,44,180,"https://api.индекс-городов.рф/uploads/city/emblem/6738/thumb_33_Arsk.png","Республика Татарстан","Малый город"
"28",6741,501,"Асино",86.14316972,56.99030809,24.4,42,"условно комфортный климат",25,36,23,16,30,41,171,"https://api.индекс-городов.рф/uploads/city/emblem/6741/thumb_36_asino.png","Томская область","Малый город"
"29",6742,494,"Аткарск",45.00154298,51.8760216,23.7,42,"условно комфортный климат",34,33,27,15,24,35,168,"https://api.индекс-городов.рф/uploads/city/emblem/6742/thumb_37_atkarsk.png","Саратовская область","Малый город"
"30",6743,432,"Ахтубинск",46.17233658,48.28001766,36.1,41,"условно комфортный климат",31,26,21,20,21,41,160,"https://api.индекс-городов.рф/uploads/city/emblem/6743/thumb_38_akhtubinsk.png","Астраханская область","Малый город"
"31",6744,507,"Аша",57.24908974,54.99631195,28.7,41,"условно комфортный климат",29,37,30,21,23,37,177,"https://api.индекс-городов.рф/uploads/city/emblem/6744/thumb_39_asha.png","Челябинская область","Малый город"
"32",6745,437,"Бабаево",35.93840983,59.39515592,11.4,42,"условно комфортный климат",26,31,22,21,24,38,162,"https://api.индекс-городов.рф/uploads/city/emblem/6745/thumb_40_babaevo.gif","Вологодская область","Малый город"
"33",6746,472,"Бабушкин",105.864831,51.70960957,4.4,43,"условно комфортный климат",20,34,29,15,22,36,156,"https://api.индекс-городов.рф/uploads/city/emblem/6746/thumb_41_babushkin.png","Республика Бурятия","Малый город"
"34",6747,485,"Бавлы",53.26809667,54.39987217,21.8,42,"условно комфортный климат",42,38,23,31,24,42,200,"https://api.индекс-городов.рф/uploads/city/emblem/6747/thumb_42_bavly.png","Республика Татарстан","Малый город"
"35",6748,443,"Багратионовск",20.64017189,54.38423103,6.4,42,"условно комфортный климат",36,39,25,30,18,32,180,"https://api.индекс-городов.рф/uploads/city/emblem/6748/thumb_43_bagrationovsk.gif","Калининградская область","Малый город"
"36",6749,442,"Байкальск",104.1388305,51.51251161,12.5,42,"условно комфортный климат",23,38,30,15,16,35,157,"https://api.индекс-городов.рф/uploads/city/emblem/6749/thumb_44_baikalsk.gif","Иркутская область","Малый город"
"37",6750,471,"Баймак",58.31889533,52.59412891,17.1,42,"условно комфортный климат",40,44,19,32,27,40,202,"https://api.индекс-городов.рф/uploads/city/emblem/6750/thumb_45_baimak.png","Республика Башкортостан","Малый город"
"38",6751,507,"Бакал",58.80504727,54.93013749,18.4,42,"условно комфортный климат",32,36,25,16,18,38,165,"https://api.индекс-городов.рф/uploads/city/emblem/6751/thumb_46_bakal.png","Челябинская область","Малый город"
"39",6752,475,"Баксан",43.54108745,43.68550886,38.6,41,"условно комфортный климат",35,25,26,14,31,50,181,"https://api.индекс-городов.рф/uploads/city/emblem/6752/thumb_47_Baksan.png","Республика Кабардино-Балкария","Малый город"
"40",6753,444,"Балабаново",36.66202385,55.18271998,25.9,41,"условно комфортный климат",43,38,18,24,28,28,179,"https://api.индекс-городов.рф/uploads/city/emblem/6753/thumb_48_Balabanovo.png","Калужская область","Малый город"
"41",6754,459,"Балахна",43.58181812,56.49999487,48.1,41,"условно комфортный климат",36,25,26,29,27,33,176,"https://api.индекс-городов.рф/uploads/city/emblem/6754/thumb_49_balakhna.png","Нижегородская область","Малый город"
"42",6755,440,"Балей",116.6476847,51.56708805,10.6,42,"условно комфортный климат",22,17,16,8,15,33,111,"https://api.индекс-городов.рф/uploads/city/emblem/6755/thumb_50_baley.png","Забайкальский край","Малый город"
"43",6756,443,"Балтийск",19.91369474,54.65673213,33.9,41,"условно комфортный климат",35,33,26,22,28,36,180,"https://api.индекс-городов.рф/uploads/city/emblem/6756/thumb_51_baltiysk.png","Калининградская область","Малый город"
"44",6757,461,"Барабинск",78.33095051,55.34877412,28.5,41,"условно комфортный климат",15,26,25,11,23,42,142,"https://api.индекс-городов.рф/uploads/city/emblem/6757/thumb_52_barabinsk.png","Новосибирская область","Малый город"
"45",6758,504,"Барыш",47.12810792,53.64461084,15.4,42,"условно комфортный климат",28,35,24,21,30,41,179,"https://api.индекс-городов.рф/uploads/city/emblem/6758/thumb_53_barysh.png","Ульяновская область","Малый город"
"46",6759,480,"Бахчисарай",33.87084639,44.75190664,26.1,41,"условно комфортный климат",30,31,35,25,21,33,175,"https://api.индекс-городов.рф/uploads/city/emblem/6759/thumb_54_bakhchisaray.png","Республика Крым","Малый город"
"47",6760,500,"Бежецк",36.69782077,57.78454064,20.1,42,"условно комфортный климат",22,38,28,33,21,35,177,"https://api.индекс-городов.рф/uploads/city/emblem/6760/thumb_55_bezhetsk.png","Тверская область","Малый город"
"48",6761,491,"Белая Калитва",40.77878557,48.17773694,38.7,41,"условно комфортный климат",37,32,31,23,36,34,193,"https://api.индекс-городов.рф/uploads/city/emblem/6761/thumb_56_belaya_kalitva.png","Ростовская область","Малый город"
"49",6762,447,"Белая Холуница",50.84028285,58.84299225,10,42,"условно комфортный климат",25,28,25,21,20,38,157,"https://api.индекс-городов.рф/uploads/city/emblem/6762/thumb_57_belaya_kholunitsa.gif","Кировская область","Малый город"
"50",6763,502,"Белев",36.12879585,53.80825389,12.5,42,"условно комфортный климат",39,30,25,34,22,30,180,"https://api.индекс-городов.рф/uploads/city/emblem/6763/thumb_58_belev.png","Тульская область","Малый город"
"51",6764,465,"Белинский",43.40640675,52.96669658,7.6,42,"условно комфортный климат",25,37,36,33,22,27,180,"https://api.индекс-городов.рф/uploads/city/emblem/6764/thumb_59_belinsky.png","Пензенская область","Малый город"
"52",6766,437,"Белозерск",37.78866615,60.02610947,8.5,42,"условно комфортный климат",25,41,31,27,25,30,179,"https://api.индекс-городов.рф/uploads/city/emblem/6766/thumb_61_belozersk.png","Вологодская область","Малый город"
"53",6767,429,"Белокуриха",84.96270341,51.98015094,15.1,42,"условно комфортный климат",34,36,30,22,28,38,188,"https://api.индекс-городов.рф/uploads/city/emblem/6767/thumb_62_belokurikha.png","Алтайский край","Малый город"
"54",6768,478,"Беломорск",34.7772144,64.52509065,9,42,"тяжелые климатические условия",18,43,31,25,24,29,170,"https://api.индекс-городов.рф/uploads/city/emblem/6768/thumb_63_belomorsk.png","Республика Карелия","Малый город"
"55",6769,444,"Белоусово",36.66954612,55.09265295,10.7,42,"условно комфортный климат",47,43,26,28,25,43,212,"https://api.индекс-городов.рф/uploads/city/emblem/6769/thumb_64_belousovo.png","Калужская область","Малый город"
"56",6770,506,"Белоярский",66.75507262,63.68437956,19.8,42,"тяжелые климатические условия",33,43,30,29,39,43,217,"https://api.индекс-городов.рф/uploads/city/emblem/6770/thumb_65_beloyarsky.png","Ханты-Мансийский автономный округ","Малый город"
"57",6771,500,"Белый",32.94410736,55.84562166,3.1,43,"условно комфортный климат",22,33,25,25,31,37,173,"https://api.индекс-городов.рф/uploads/city/emblem/6771/thumb_66_bely.png","Тверская область","Малый город"
"58",6773,484,"Беслан",44.52980331,43.19243435,37.4,41,"условно комфортный климат",20,30,21,21,27,45,164,"https://api.индекс-городов.рф/uploads/city/emblem/6773/thumb_68_beslan.png","Республика Северная Осетия - Алания","Малый город"
"59",6774,505,"Бикин",134.2601078,46.82529987,16,42,"условно комфортный климат",27,24,25,17,29,36,158,"https://api.индекс-городов.рф/uploads/city/emblem/6774/thumb_69_bikin.png","Хабаровский край","Малый город"
"60",6775,508,"Билибино",166.4490019,68.06246075,5.4,42,"тяжелые климатические условия",30,33,21,18,22,33,157,"https://api.индекс-городов.рф/uploads/city/emblem/6775/thumb_70_bilibino.png","Чукотский автономный округ","Малый город"
"61",6776,471,"Бирск",55.5281391,55.40801801,46.2,41,"условно комфортный климат",29,33,25,32,39,35,193,"https://api.индекс-городов.рф/uploads/city/emblem/6776/thumb_71_birsk.png","Республика Башкортостан","Малый город"
"62",6777,442,"Бирюсинск",97.83886971,55.9635912,8.4,42,"условно комфортный климат",37,28,21,16,17,35,154,"https://api.индекс-городов.рф/uploads/city/emblem/6777/thumb_72_biryusinsk.gif","Иркутская область","Малый город"
"63",6778,433,"Бирюч",38.39572648,50.65221954,7.4,42,"условно комфортный климат",29,30,31,32,24,32,178,"https://api.индекс-городов.рф/uploads/city/emblem/6778/thumb_73_biryuch.png","Белгородская область","Малый город"
"64",6780,498,"Благодарный",43.43389827,45.09732656,30.3,41,"условно комфортный климат",39,26,9,25,26,40,165,"https://api.индекс-городов.рф/uploads/city/emblem/6780/thumb_75_blagodarny.png","Ставропольский край","Малый город"
"65",6781,438,"Бобров",40.0260289,51.09353493,19.8,42,"условно комфортный климат",30,31,17,40,26,35,179,"https://api.индекс-городов.рф/uploads/city/emblem/6781/thumb_76_bobrov.png","Воронежская область","Малый город"
"66",6782,496,"Богданович",62.04630718,56.77935392,29.3,41,"условно комфортный климат",38,43,23,26,29,31,190,"https://api.индекс-городов.рф/uploads/city/emblem/6782/thumb_77_bogdanovich.png","Свердловская область","Малый город"
"67",6783,502,"Богородицк",38.13127174,53.76400076,30.2,41,"условно комфортный климат",23,25,32,23,34,39,176,"https://api.индекс-городов.рф/uploads/city/emblem/6783/thumb_78_bogoroditsk.png","Тульская область","Малый город"
"68",6784,459,"Богородск",43.51923115,56.11182352,33.2,41,"условно комфортный климат",41,30,32,32,24,37,196,"https://api.индекс-городов.рф/uploads/city/emblem/6784/thumb_79_Bogorodsk_rayon.png","Нижегородская область","Малый город"
"69",6785,450,"Боготол",89.51100066,56.2134696,19.2,42,"условно комфортный климат",22,37,29,26,22,42,178,"https://api.индекс-городов.рф/uploads/city/emblem/6785/thumb_80_bogotol.png","Красноярский край","Малый город"
"70",6786,438,"Богучар",40.53911829,49.93355073,11,42,"условно комфортный климат",43,30,19,38,27,39,196,"https://api.индекс-городов.рф/uploads/city/emblem/6786/thumb_81_boguchar.png","Воронежская область","Малый город"
"71",6787,442,"Бодайбо",114.2211437,57.86572316,11.5,42,"тяжелые климатические условия",20,31,39,13,23,35,161,"https://api.индекс-городов.рф/uploads/city/emblem/6787/thumb_82_bodaibo.png","Иркутская область","Малый город"
"72",6788,453,"Бокситогорск",33.86263453,59.47694274,15,42,"условно комфортный климат",38,43,34,28,28,41,212,"https://api.индекс-городов.рф/uploads/city/emblem/6788/thumb_83_boksitogorsky.png","Ленинградская область","Малый город"
"73",6789,485,"Болгар",49.04330211,54.96985843,8.1,42,"условно комфортный климат",34,37,25,23,26,35,180,"https://api.индекс-городов.рф/uploads/city/emblem/6789/thumb_84_bolgar.png","Республика Татарстан","Малый город"
"74",6790,500,"Бологое",34.07976283,57.87241363,20.2,42,"условно комфортный климат",35,38,23,23,24,37,180,"https://api.индекс-городов.рф/uploads/city/emblem/6790/thumb_85_bologoe.gif","Тверская область","Малый город"
"75",6791,461,"Болотное",84.39224242,55.6688716,15.3,42,"условно комфортный климат",17,29,20,18,20,41,145,"https://api.индекс-городов.рф/uploads/city/emblem/6791/thumb_86_bolotnoe.png","Новосибирская область","Малый город"
"76",6779,430,"Благовещенск",127.5951753,50.35321998,225.8,39,"условно комфортный климат",34,33,25,21,40,38,191,"https://api.индекс-городов.рф/uploads/city/emblem/6779/thumb_1000_Blagoveshchensk.png","Амурская область","Большой город"
"77",6793,464,"Болхов",36.00568137,53.44235947,10.7,42,"условно комфортный климат",37,31,21,31,23,31,174,"https://api.индекс-городов.рф/uploads/city/emblem/6793/thumb_88_bolkhov.png","Орловская область","Малый город"
"78",6794,467,"Большой Камень",132.3520391,43.08973447,38.7,41,"условно комфортный климат",34,26,26,13,29,33,161,"https://api.индекс-городов.рф/uploads/city/emblem/6794/thumb_89_bolshoi_kamen.png","Приморский край","Малый город"
"79",6795,440,"Борзя",116.5065922,50.38476294,29.4,41,"условно комфортный климат",18,30,19,11,22,35,135,"https://api.индекс-городов.рф/uploads/city/emblem/6795/thumb_90_borzya.png","Забайкальский край","Малый город"
"80",6796,444,"Боровск",36.49130555,55.20446809,10.2,42,"условно комфортный климат",42,36,22,42,23,35,200,"https://api.индекс-городов.рф/uploads/city/emblem/6796/thumb_91_borovsk.jpg","Калужская область","Малый город"
"81",6797,450,"Бородино",94.90413625,55.90104703,16,42,"условно комфортный климат",45,33,14,18,25,38,173,"https://api.индекс-городов.рф/uploads/city/emblem/6797/thumb_92_borodino.png","Красноярский край","Малый город"
"82",6798,456,"Бронницы",38.24809699,55.41615148,22,42,"условно комфортный климат",39,27,28,36,34,37,201,"https://api.индекс-городов.рф/uploads/city/emblem/6798/thumb_93_bronnitsy.png","Московская область","Малый город"
"83",6799,463,"Бугуруслан",52.42755344,53.63735756,47.7,41,"условно комфортный климат",31,27,24,18,33,43,176,"https://api.индекс-городов.рф/uploads/city/emblem/6799/thumb_94_buguruslan.png","Оренбургская область","Малый город"
"84",6800,485,"Буинск",48.28774354,54.97398938,20.1,42,"условно комфортный климат",36,31,20,24,27,37,175,"https://api.индекс-городов.рф/uploads/city/emblem/6800/thumb_95_buinsk.png","Республика Татарстан","Малый город"
"85",6801,448,"Буй",41.54314613,58.47165221,23,42,"условно комфортный климат",34,34,30,27,31,41,197,"https://api.индекс-городов.рф/uploads/city/emblem/6801/thumb_96_Buy.png","Костромская область","Малый город"
"86",6802,438,"Бутурлиновка",40.59759903,50.82609301,23.6,42,"условно комфортный климат",33,41,19,25,26,36,180,"https://api.индекс-городов.рф/uploads/city/emblem/6802/thumb_97_buturlinovka.png","Воронежская область","Малый город"
"87",6803,460,"Валдай",33.22908818,57.98161266,13.8,42,"условно комфортный климат",37,37,34,39,30,37,214,"https://api.индекс-городов.рф/uploads/city/emblem/6803/thumb_98_Valday.png","Новгородская область","Малый город"
"88",6804,433,"Валуйки",38.11311278,50.19302846,34.3,41,"условно комфортный климат",32,25,21,30,32,40,180,"https://api.индекс-городов.рф/uploads/city/emblem/6804/thumb_99_valuyki.png","Белгородская область","Малый город"
"89",6805,497,"Велиж",31.18435062,55.60042701,6.6,42,"условно комфортный климат",35,44,37,25,28,34,203,"https://api.индекс-городов.рф/uploads/city/emblem/6805/thumb_100_velizh.gif","Смоленская область","Малый город"
"90",6806,437,"Великий Устюг",46.30471646,60.76275183,31.1,41,"условно комфортный климат",40,34,30,39,35,39,217,"https://api.индекс-городов.рф/uploads/city/emblem/6806/thumb_101_velikiy_ustyug.png","Вологодская область","Малый город"
"91",6807,431,"Вельск",42.10719116,61.0603635,22.2,42,"условно комфортный климат",19,26,20,28,28,32,153,"https://api.индекс-городов.рф/uploads/city/emblem/6807/thumb_102_velsk.png","Архангельская область","Малый город"
"92",6808,502,"Венев",38.25041989,54.35043979,13.7,42,"условно комфортный климат",38,32,26,32,34,38,200,"https://api.индекс-городов.рф/uploads/city/emblem/6808/thumb_103_venev.png","Тульская область","Малый город"
"93",6809,466,"Верещагино",54.65551443,58.07817339,20.9,42,"условно комфортный климат",23,24,40,22,27,43,179,"https://api.индекс-городов.рф/uploads/city/emblem/6809/thumb_104_vereschagino.png","Пермский край","Малый город"
"94",6810,456,"Верея",36.18716121,55.34521626,5.1,42,"условно комфортный климат",40,31,32,31,31,35,200,"https://api.индекс-городов.рф/uploads/city/emblem/6810/thumb_105_vereya.png","Московская область","Малый город"
"95",6811,507,"Верхнеуральск",59.22181498,53.87169603,9.1,42,"условно комфортный климат",40,30,20,28,22,40,180,"https://api.индекс-городов.рф/uploads/city/emblem/6811/thumb_106_verhneuralsk.png","Челябинская область","Малый город"
"96",6812,496,"Верхний Тагил",59.93888635,57.36759971,10.4,42,"условно комфортный климат",35,41,17,34,28,35,190,"https://api.индекс-городов.рф/uploads/city/emblem/6812/thumb_107_verkhny_tagil.png","Свердловская область","Малый город"
"97",6813,507,"Верхний Уфалей",60.23475349,56.04744353,26.4,41,"условно комфортный климат",36,27,26,23,29,35,176,"https://api.индекс-городов.рф/uploads/city/emblem/6813/thumb_108_verhny_ufaley.png","Челябинская область","Малый город"
"98",6814,496,"Верхняя Салда",60.55145675,58.03001588,41,41,"условно комфортный климат",36,49,26,27,32,38,208,"https://api.индекс-городов.рф/uploads/city/emblem/6814/thumb_109_verhnya_salda.png","Свердловская область","Малый город"
"99",6815,496,"Верхняя Тура",59.81781978,58.35594809,8.9,42,"условно комфортный климат",31,36,21,27,30,28,173,"https://api.индекс-городов.рф/uploads/city/emblem/6815/thumb_110_verkhnya_tura.png","Свердловская область","Малый город"
"100",6817,483,"Верхоянск",133.400431,67.55063485,1.1,43,"тяжелые климатические условия",17,26,12,14,19,28,116,"https://api.индекс-городов.рф/uploads/city/emblem/6817/thumb_112_verhoyansk.gif","Республика Саха (Якутия)","Малый город"
"101",6820,483,"Вилюйск",121.6358693,63.74333587,11.3,42,"тяжелые климатические условия",19,25,10,21,11,26,112,"https://api.индекс-городов.рф/uploads/city/emblem/6820/thumb_115_vilyuysk.png","Республика Саха (Якутия)","Малый город"
"102",6821,442,"Вихоревка",101.1747445,56.12521794,20.7,42,"условно комфортный климат",29,26,21,17,20,37,150,"https://api.индекс-городов.рф/uploads/city/emblem/6821/thumb_116_vichorevka.png","Иркутская область","Малый город"
"103",6822,441,"Вичуга",41.91391348,57.20589251,33,41,"условно комфортный климат",33,35,27,27,29,42,193,"https://api.индекс-городов.рф/uploads/city/emblem/6822/thumb_117_vichuga.png","Ивановская область","Малый город"
"104",6823,448,"Волгореченск",41.16772055,57.44530179,16.1,42,"условно комфортный климат",51,40,24,26,27,33,201,"https://api.индекс-городов.рф/uploads/city/emblem/6823/thumb_118_volgorechensk.gif","Костромская область","Малый город"
"105",6824,459,"Володарск",43.18148662,56.21979562,9.9,42,"условно комфортный климат",41,23,33,20,16,30,163,"https://api.индекс-городов.рф/uploads/city/emblem/6824/thumb_119_volodarsk.png","Нижегородская область","Малый город"
"106",6825,456,"Волоколамск",35.94463005,56.02425636,18.4,42,"условно комфортный климат",39,35,31,34,31,37,207,"https://api.индекс-городов.рф/uploads/city/emblem/6825/thumb_120_volokolamsk.png","Московская область","Малый город"
"107",6826,453,"Волосово",29.49197712,59.44390241,11.6,42,"условно комфортный климат",50,38,46,29,20,39,222,"https://api.индекс-городов.рф/uploads/city/emblem/6826/thumb_121_volosovo.png","Ленинградская область","Малый город"
"108",6827,453,"Волхов",32.32855198,59.91549444,44,41,"условно комфортный климат",45,37,28,24,24,36,194,"https://api.индекс-городов.рф/uploads/city/emblem/6827/thumb_122_volkhov.gif","Ленинградская область","Малый город"
"109",6828,496,"Волчанск",60.05640957,59.90148839,8.5,42,"условно комфортный климат",26,43,26,19,32,33,179,"https://api.индекс-городов.рф/uploads/city/emblem/6828/thumb_123_volchansk.png","Свердловская область","Малый город"
"110",6829,459,"Ворсма",43.29106161,55.98703339,10.1,42,"условно комфортный климат",33,26,43,17,26,34,179,"https://api.индекс-городов.рф/uploads/city/emblem/6829/thumb_124_vorsma.png","Нижегородская область","Малый город"
"111",6830,479,"Вуктыл",57.34195644,63.84270589,9.7,42,"тяжелые климатические условия",43,41,31,14,27,35,191,"https://api.индекс-городов.рф/uploads/city/emblem/6830/thumb_125_vuktyl.png","Республика Коми","Малый город"
"112",6831,456,"Высоковск",36.5561149,56.31582734,10.3,42,"условно комфортный климат",37,32,31,35,26,40,201,"https://api.индекс-городов.рф/uploads/city/emblem/6831/thumb_126_vysokovsk.gif","Московская область","Малый город"
"113",6832,453,"Высоцк",28.58567463,60.61181806,1.1,43,"условно комфортный климат",27,38,28,24,26,37,180,"https://api.индекс-городов.рф/uploads/city/emblem/6832/thumb_127_vysotsk.gif","Ленинградская область","Малый город"
"114",6833,437,"Вытегра",36.4467151,61.01064136,10.1,42,"условно комфортный климат",29,31,32,31,24,29,176,"https://api.индекс-городов.рф/uploads/city/emblem/6833/thumb_128_vyterga.gif","Вологодская область","Малый город"
"115",6834,500,"Вышний Волочек",34.56034257,57.58622227,44.7,41,"условно комфортный климат",28,22,21,29,34,35,169,"https://api.индекс-городов.рф/uploads/city/emblem/6834/thumb_129_vyshny_volochek.png","Тверская область","Малый город"
"116",6835,505,"Вяземский",134.7425569,47.53523032,13,42,"условно комфортный климат",27,27,32,11,27,36,160,"https://api.индекс-городов.рф/uploads/city/emblem/6835/thumb_130_vyazemsky.gif","Хабаровский край","Малый город"
"117",6836,435,"Вязники",42.15504588,56.22903889,33.8,41,"условно комфортный климат",31,29,29,36,32,35,192,"https://api.индекс-городов.рф/uploads/city/emblem/6836/thumb_131_vyazniki.png","Владимирская область","Малый город"
"118",6837,447,"Вятские Поляны",51.05413744,56.23597276,31.5,41,"условно комфортный климат",33,30,25,27,31,34,180,"https://api.индекс-городов.рф/uploads/city/emblem/6837/thumb_132_vyatskie_polyany.png","Кировская область","Малый город"
"119",6838,496,"Карпинск",59.96945516,59.75787633,25.6,41,"условно комфортный климат",25,34,25,17,28,44,173,"https://api.индекс-городов.рф/uploads/city/emblem/6838/thumb_133_karpinsk.png","Свердловская область","Малый город"
"120",6839,441,"Гаврилов Посад",40.11897042,56.56052722,5.5,42,"условно комфортный климат",31,31,36,31,23,38,190,"https://api.индекс-городов.рф/uploads/city/emblem/6839/thumb_134_gavrilov_posad.gif","Ивановская область","Малый город"
"121",6840,510,"Гаврилов-Ям",39.84907083,57.30969171,16.3,42,"условно комфортный климат",22,34,31,25,22,41,175,"https://api.индекс-городов.рф/uploads/city/emblem/6840/thumb_135_gavrilov_yam.png","Ярославская область","Малый город"
"122",6841,497,"Гагарин",34.99117317,55.55490386,28.7,41,"условно комфортный климат",30,40,38,31,25,34,198,"https://api.индекс-городов.рф/uploads/city/emblem/6841/thumb_136_gagarin.png","Смоленская область","Малый город"
"123",6842,463,"Гай",58.46530529,51.46859354,33.6,41,"условно комфортный климат",35,34,26,26,21,38,180,"https://api.индекс-городов.рф/uploads/city/emblem/6842/thumb_137_gai.gif","Оренбургская область","Малый город"
